parameters/data/seq_len,parameters/data/pred_len,parameters/exp/model_id,parameters/sl/lr,parameters/sl/scheduler,parameters/exp/backbone_id,parameters/sl/patch_norm,parameters/sl/patch_act,parameters/sl/patch_embed_dim,parameters/sl/independent_patching,parameters/sl/pos_enc,parameters/data/patch_dim,parameters/data/patch_stride,parameters/tsmixer/num_enc_layers,parameters/tsmixer/d_model,parameters/data/dataset,parameters/conf/alpha,sl_test/loss,sl_test/mae
20,20,EMForecaster,1e-05,onecycle,DLinear,layer,gelu,128,True,learnable,16,8,2,16,rf_emf,0.1,0.5395099411537563,0.9932034170409118
